S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
1502,20991,Khera Uperla (149),खेडा उपरला (149),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01406600,020991,N,,,,
1503,20976,Kheri (116),खेडी (116),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01405100,020976,N,,,,
1504,21409,Khertu Ghat (415),खैरटूघाट (415),Krishangarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01441900,021409,N,,,,
1505,21307,Khetra (316),खेतडा (316),Krishangarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01428500,021307,N,,,,
1506,20772,Khillian (28),खिल्लियां (28),Panjehra(Sub-District) / Solan(District) / Himachal Pradesh(State),01384500,020772,N,,,,
1507,22438,Khinna (458),खिन्ना (458),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01550600,022438,N,,,,
1508,20888,Khobal (327),खोबल (327),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01396100,020888,N,,,,
1509,20490,Khobla (288),खोबला(288),Ramshahr(Sub-District) / Solan(District) / Himachal Pradesh(State),01356300,020490,N,,,,
1510,20992,Khokhra (148),खोखरा (148),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01406700,020992,N,,,,
1511,21094,Khol (186),खोल (186),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01416700,021094,N,,,,
1512,22029,Khutar (875),खुतड़ (875),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01509700,022029,N,,,,
1513,20410,Kiarad (245),क्यारड़ (245),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01316400,020410,N,,,,
1514,21684,Kiarad (781),क्यारद (781),Parwanoo(Sub-District) / Solan(District) / Himachal Pradesh(State),01475200,021684,N,,,,
1515,20479,Kiardu (55),क्यारडू (55),Ramshahr(Sub-District) / Solan(District) / Himachal Pradesh(State),01355200,020479,N,,,,
1516,20541,Kiarghat (77),क्यारघाट(77),Loharghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01361400,020541,N,,,,
1517,20688,Kiari (165),क्यारी(165),Ramshahr(Sub-District) / Solan(District) / Himachal Pradesh(State),01376100,020688,N,,,,
1518,20573,Kiar Kanaitan (114),क्यार कनैता(114),Loharghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01364600,020573,N,,,,
1519,20662,Kiar Ra Ghat (203),क्यार दा घाट(203),Ramshahr(Sub-District) / Solan(District) / Himachal Pradesh(State),01373500,020662,N,,,,
1520,21789,Kimta (247),किमटा (247),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01485700,021789,N,,,,
1521,20984,Kirpalpur (143),किरपालपुर (143),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01405900,020984,N,,,,
1522,20116,Kishan Pur (417),किशनपूर (417),Kunihar(Sub-District) / Solan(District) / Himachal Pradesh(State),01338800,020116,N,,,,
1523,21082,Kishanpura (163),किशनपुरा (163),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01415500,021082,N,,,,
1524,20705,Kiyararu (182),क्यारडू(182),Ramshahr(Sub-District) / Solan(District) / Himachal Pradesh(State),01377800,020705,N,,,,
1525,22464,Kodon (474),कोड़ों (474),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01553200,022464,N,,,,
1526,20937,Koedi (358),कोईडी (358),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01401000,020937,N,,,,
1527,21013,Koewal (375),कुईवाल (375),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01408900,021013,N,,,,
1528,20718,Kohala (36),कोहला (36),Panjehra(Sub-District) / Solan(District) / Himachal Pradesh(State),01379100,020718,N,,,,
1529,22396,Kohari (418),कोहारी (418),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01546400,022396,N,,,,
1530,20866,Kohataa (313),कोहाटा (313),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01393900,020866,N,,,,
1531,22465,Kohla (473),कोहला (473),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01553300,022465,N,,,,
1532,20561,Kohoo Nichla (103),कोहु निचला (103),Loharghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01363400,020561,N,,,,
1533,20560,Kohoo Uperla (102),कोहु उपरला (102),Loharghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01363300,020560,N,,,,
1534,20208,Kokhari (121),कोखड़ी (121),Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01348000,020208,N,,,,
1535,21602,Kol (733),कोल (733),Kasauli(Sub-District) / Solan(District) / Himachal Pradesh(State),01467000,021602,N,,,,
1536,21108,Kolimajra (191),कोलीमाजरा (191),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01418500,021108,N,,,,
1537,21023,Kolka (399),कोलका (399),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01409300,021023,N,,,,
1538,20460,Kolka (66),कोलका (66),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01330000,020460,N,,,,
1539,21782,Kolthi Chamara (280),कोलथी चमारां (280),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01485000,021782,N,,,,
1540,21783,Kolthi Haridut (283),कोलथी हरिदत्त (283),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01485100,021783,N,,,,
1541,21781,Kolthi Kanaita (279),कोलथी कनैता (279),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01484900,021781,N,,,,
1542,21784,Kolthi Mohlu (284),कोलथी मोहलू (284),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01485200,021784,N,,,,
1543,22354,Koon (38),कून (38),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01542200,022354,N,,,,
1544,20465,Koon (54),कून (54),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01330800,020465,N,,,,
1545,21940,Koro (791),कोरों (791),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01500800,021940,N,,,,
1546,21036,Kosari (444),कोसरी (444),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01410600,021036,N,,,,
1547,21486,Kot (182),कोट (182),Kasauli(Sub-District) / Solan(District) / Himachal Pradesh(State),01453100,021486,N,,,,
1548,22242,Kot (225),कोट (225),Mamlig(Sub-District) / Solan(District) / Himachal Pradesh(State),01531000,022242,N,,,,
1549,20648,Kot (227),कोट(227),Ramshahr(Sub-District) / Solan(District) / Himachal Pradesh(State),01372100,020648,N,,,,
1550,22271,Kot (326),कोट (326),Mamlig(Sub-District) / Solan(District) / Himachal Pradesh(State),01533900,022271,N,,,,
1551,22370,Kot (434),कोट (434),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01543800,022370,N,,,,
1552,22469,Kot (468),कोट (468),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01553700,022469,N,,,,
1553,21593,Kot (727),कोट (727),Kasauli(Sub-District) / Solan(District) / Himachal Pradesh(State),01466100,021593,N,,,,
1554,22314,Kot (86),कोट (86),Mamlig(Sub-District) / Solan(District) / Himachal Pradesh(State),01538200,022314,N,,,,
1555,21008,Kotha Kanon (383),कोठा कनौण (383),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01408400,021008,N,,,,
1556,21844,Kothi (18),कोठी (18),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01491200,021844,N,,,,
1557,20369,Kothi (224),कोठी (224),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01312200,020369,N,,,,
1558,20632,Kothi (244),कोठी (244),Ramshahr(Sub-District) / Solan(District) / Himachal Pradesh(State),01370500,020632,N,,,,
1559,19968,Kothi (292),कोठी (292),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01321100,019968,N,,,,
1560,20867,Kothi (312),कोठी (312),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01394000,020867,N,,,,
1561,22352,Kothi (36),कोठी (36),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01542000,022352,N,,,,
