S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
582,22746,Kuina Katli (286),कुईना काटली (286),Pachhad(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01581400,022746,N,,,,
583,22702,Kujji (354),कुज्जी (354),Narag(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01577000,022702,N,,,,
584,22613,Kulath (120),कुलथ (120),Rajgarh(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01568100,022613,N,,,,
585,23125,Kulchhet (59),कुलछेत (59),Nahan(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01619300,023125,N,,,,
586,23368,Kulthina (29),कुण्डीयों (29),Paonta Sahib(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01643100,023368,N,,,,
587,23213,Kun (100),कून (100),Nahan(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01628100,023213,N,,,,
588,23226,Kun (115),कून (115),Nahan(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01629400,023226,N,,,,
589,23300,Kundiyon (126),कुण्डीयों (126),Paonta Sahib(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01636800,023300,N,,,,
590,22949,Kundlu (212),कुंडलु (212),Pachhad(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01601700,022949,N,,,,
591,22669,Kunhat (15),कुहंट (15),Nohra(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01573700,022669,N,,,,
592,23323,Kunja (111),कुंजा (111),Paonta Sahib(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01638900,023323,N,,,,
593,22506,Kunthal Pashog (1),कुन्थल पशोग (1),Pajhota(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01557400,022506,N,,,,
594,22566,Kurab Bagna (77),कोडब बागना (77),Pajhota(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01563400,022566,N,,,,
595,23249,Kurla Khark (80),कुड़ला खर्क (80),Dadahu(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01631700,023249,N,,,,
596,22527,Kuru Lawana (2),कुडूलवाना (2),Pajhota(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01559500,022527,N,,,,
597,22660,Kutvi Panara (10),कुटवी पनारा (10),Nohra(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01572800,022660,N,,,,
598,22932,Kyar Dabhot (225),क्यार दभोट (225),Pachhad(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01600000,022932,N,,,,
599,23026,Kyarta Pipalti (199),क्यारटा पिपलटी (199),Dadahu(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01609400,023026,N,,,,
600,22943,Kyartu Bavnog (215),क्यारटू बवनोग (215),Pachhad(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01601100,022943,N,,,,
601,22944,Kyartu Kakrana (194),क्यारटू कक्ड़ाना (194),Pachhad(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01601200,022944,N,,,,
602,22704,Lachhora (365),लच्छोड़ा (365),Narag(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01577200,022704,N,,,,
603,23139,Ladhu (57),लाधू (57),Nahan(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01620700,023139,N,,,,
604,22743,Lafyog Tikkri (293),लफ्योग टिक्करी (293),Pachhad(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01581100,022743,N,,,,
605,23038,Laghan Rajoli (45),लगाहां रजौली (45),Dadahu(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01610600,023038,N,,,,
606,22971,Lagnu (116),लगनू (116),Renuka(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01603900,022971,N,,,,
607,22593,Laharab (61),लहारब (61),Rajgarh(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01566100,022593,N,,,,
608,22713,Lajhogri (381),लझोगड़ी (381),Pachhad(Sub-District) / Sirmaur(District) / Himachal Pradesh(State),01578100,022713,N,,,,
