S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
580,18431,Rerku (16/12),रेड्कू (16/12),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01154600,018431,N,,,,
581,18087,Reserve Jangal -A (31/5),रिजर्व जंगल-ए,Bharwain(Sub-District) / Una(District) / Himachal Pradesh(State),01120200,018087,N,,,,
582,18091,Reserve Jangal-B (31/14),रिजर्व जंगल-बी,Bharwain(Sub-District) / Una(District) / Himachal Pradesh(State),01120600,018091,N,,,,
583,18243,Reserve Jungle Dharuhi R-III-D (55),रिजर्व जंगल धड़ुई आर-III  डी (55),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01135800,018243,N,,,,
584,18228,Reserve Jungle Dharui R-III (59),रिजर्व जंगल धड़ूई आर-तृतीय (59),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01134300,018228,N,,,,
585,18234,Reserve Jungle Dharui R-III-A (38),रिजर्व जंगल धड़ूई आर-III ए (38),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01134900,018234,N,,,,
586,18252,Reserve Jungle Dharui R-III-C-I (56),रिजर्व जंगल धड़ूई आर-III सी-I (56),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01136700,018252,N,,,,
587,18233,Reserve Jungle Dharui R-III-E (38),रिजर्व जंगल धड़ूई आर-III ई (38),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01134800,018233,N,,,,
588,18301,Reserve Jungle Dharui R-III -G (101),रिजर्व जंगल धड़ुई आर-तृतीय जी (101),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01141600,018301,N,,,,
589,18303,Reserve Jungle R-III Dharuhi-B (103),रिजर्व जंगल आर-तृतीय धडूई- बी (103),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01141800,018303,N,,,,
590,18304,Reserve Jungle R-III Dharuhi-F (103),रिजर्व जंगल आर-तृतीय धडूई -एफ (103),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01141900,018304,N,,,,
591,18274,Reserve Jungle R-III Dharui G (95),रिजर्व जंगल आर-तृतीय धडूई-जी (95),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01138900,018274,N,,,,
592,18242,Ripoh Manmanyari (55),रिपोह मनमन्यारी (55),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01135700,018242,N,,,,
593,18280,Ripoh Missran (54),रिपोह मिसरां (54,Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01139500,018280,N,,,,
594,18450,Ritt Satrukha (15/7),रिट सतरुखा(15/7),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01156500,018450,N,,,,
595,18442,Riwar (15/19),रिवाड़(15/19),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01155700,018442,N,,,,
596,18843,Rora (465),रोड़ा,Haroli(Sub-District) / Una(District) / Himachal Pradesh(State),01195700,018843,N,,,,
597,18842,Rora Baliwal (465),रोड़ा बालीवाल (465),Haroli(Sub-District) / Una(District) / Himachal Pradesh(State),01195700,018842,N,,,,
598,18094,Saarda (31/11),सारडा (31/11),Bharwain(Sub-District) / Una(District) / Himachal Pradesh(State),01120900,018094,N,,,,
599,18411,Sai (3/11),साई (3/11),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01152600,018411,N,,,,
600,18562,Sakohan (7/36),सकोहन (7/36),Birhu Kalan(Sub-District) / Una(District) / Himachal Pradesh(State),01167700,018562,N,,,,
601,18741,Salangari (446),सलांगड़ी (446),Una(Sub-District) / Una(District) / Himachal Pradesh(State),01185600,018741,N,,,,
602,18455,Saloh (15/5),सलोह(15/5),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01157000,018455,N,,,,
603,18104,Saloh (5),सलोह (5),Ghanari(Sub-District) / Una(District) / Himachal Pradesh(State),01121900,018104,N,,,,
604,18215,Saloi (81),सलोई (81),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01133000,018215,N,,,,
605,18347,Saluri (183),सलूरी (183),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01146200,018347,N,,,,
606,18421,Samlara (15/30),समलाड़ा (15/30),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01153600,018421,N,,,,
607,18430,Samma (16/13),सम्मा (16/13),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01154500,018430,N,,,,
608,18525,Sammur (6/18),समूर (6/18),Jol(Sub-District) / Una(District) / Himachal Pradesh(State),01164000,018525,N,,,,
609,18841,Samnal (466),समनाल (466),Haroli(Sub-District) / Una(District) / Himachal Pradesh(State),01195600,018841,N,,,,
610,18276,Sandhari (92),सन्धारी (92),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01139100,018276,N,,,,
611,18159,Sanghnai (137),महाल संघनेई (137),Ghanari(Sub-District) / Una(District) / Himachal Pradesh(State),01127400,018159,N,,,,
612,18732,Sanjhot (445),सन्झोट (445),Una(Sub-District) / Una(District) / Himachal Pradesh(State),01184700,018732,N,,,,
613,18836,Sanoli (249),सनोली(249),Mehatpur(Sub-District) / Una(District) / Himachal Pradesh(State),01195100,018836,N,,,,
614,18840,Sansowal (464),सैंसोवाल (464),Haroli(Sub-District) / Una(District) / Himachal Pradesh(State),01195500,018840,N,,,,
615,937794,Santoshgarh (246),सन्तोषगढ़ (246),Mehatpur(Sub-District) / Una(District) / Himachal Pradesh(State),,000000,N,,,,
616,18259,Santo Tilla (66),सन्तो टिल्ला (66),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01137400,018259,N,,,,
617,18256,Sapauri (62),सपौरी (62),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01137100,018256,N,,,,
618,18443,Sar (3/12),सर (3/12),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01155800,018443,N,,,,
