S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
70,12445,Dhar Dagduk (19),धार डगडुक (19),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00576800,012445,F,,,,
71,12612,Dhar Dak Dam-Dam (156),धार ढक डम-डम (156),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00593500,012612,F,,,,
72,12522,Dhar Dangdagma (85),धार दंग दंग मा (85),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00584500,012522,F,,,,
73,12139,Dhar Darun (183),धार दरून (183),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00546200,012139,F,,,,
74,12553,Dhar Devsa (113),धार डेबसा (113),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00587600,012553,F,,,,
75,12438,Dhar Dhakar (12),धार ढकर (12),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00576100,012438,F,,,,
76,12208,Dhar Dhanda (136),धार ढान्डा (136),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00553100,012208,F,,,,
77,12179,Dhar Dhandal (138),धार धान्दल (138),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00550200,012179,F,,,,
78,12465,Dhar Dindi (39),धार दिन्डी (39),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00578800,012465,F,,,,
79,12451,Dhar Dojam (25),धार दोजम (25),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00577400,012451,F,,,,
80,12450,Dhar Dojam Gyampa (24),धार दोजम ज्ञाम्पा (24),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00577300,012450,F,,,,
81,12177,Dhar Dugha (166),धार दुगाह (166),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00550000,012177,F,,,,
82,12614,Dhar Dum Bachen (158),धार दुम्पाचेन (158),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00593700,012614,F,,,,
83,12464,Dhar Fagdansa (38),धार फंगडंसा (38),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00578700,012464,F,,,,
84,12475,Dhar Faldar (48),धार फलदर (48),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00579800,012475,F,,,,
85,12484,Dhar Farah (55),धार फराह (55),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00580700,012484,F,,,,
86,12237,Dhar Fhatgahar (206),धार फटगाहर (206),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00556000,012237,F,,,,
87,12625,Dhar Gangchhumi (165),धार गंगछूमी (165),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00594800,012625,F,,,,
88,12541,Dhar Gechang (104),धार गेचोग (104),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00586400,012541,F,,,,
89,12249,Dhar Gilding (219),धार गिलडिंग (219),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00557200,012249,F,,,,
90,12430,Dhar Gompa (4),धार गोचा (4),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00575300,012430,F,,,,
91,12142,Dhar Gumba (184),धार गुम्बा (184),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00546500,012142,F,,,,
