S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
131,23592,Bajwa (76),बाजवा(76),Rampur(Sub-District) / Shimla(District) / Himachal Pradesh(State),01665600,023592,N,,,,
132,26497,Bakhirna (121),बखीरना(121),Rohru(Sub-District) / Shimla(District) / Himachal Pradesh(State),01924200,026497,N,,,,
133,23917,Bakhlen (7),बखलैन(7),Kotgarh(Sub-District) / Shimla(District) / Himachal Pradesh(State),01698000,023917,N,,,,
134,25237,Bakhog (377),बखोग(377),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01820000,025237,N,,,,
135,26295,Bakhol (177),बखोल(177),Kotkhai(Sub-District) / Shimla(District) / Himachal Pradesh(State),01905400,026295,N,,,,
136,26646,Bakhora (59),बकोरा (59),Chirgaon(Sub-District) / Shimla(District) / Himachal Pradesh(State),01939100,026646,N,,,,
137,24249,Bakhrail (14),बखड़ैल(14),Dhami(Sub-District) / Shimla(District) / Himachal Pradesh(State),01731200,024249,N,,,,
138,26116,Bakhrala (12),Bakhrala(12),Kalbog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01891800,026116,N,,,,
139,25290,Bakhreya (36),बखरैया (36),Deha(Sub-District) / Shimla(District) / Himachal Pradesh(State),01824500,025290,N,,,,
140,26228,Baknewal (130),बकनेवल(130),Kotkhai(Sub-District) / Shimla(District) / Himachal Pradesh(State),01900100,026228,N,,,,
141,25267,Balag (25),बलग(25),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01822600,025267,N,,,,
142,24282,Balaidi (49),बलेडी (49),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01734400,024282,N,,,,
143,24412,Balain (16/195),बलैण(16/195),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01745300,024412,N,,,,
144,25246,Balainya (221),बलैंया (221),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01820900,025246,N,,,,
145,25106,Balan (314),बलन (314),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01807300,025106,N,,,,
146,24409,Balang (16/194),बलंग(16/194),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01745000,024409,N,,,,
147,24385,Balau (13/121),बलाऊ (13/121),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01742800,024385,N,,,,
148,24429,Balawag (332),बलावग(332),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01747000,024429,N,,,,
149,24730,Baldehan (293),बल्देयाँ (293),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01773300,024730,N,,,,
150,25295,Balghar (33),बलघार(33),Deha(Sub-District) / Shimla(District) / Himachal Pradesh(State),01824900,025295,N,,,,
151,25043,Balhech-I (134),भलेच - 1(134),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01801000,025043,N,,,,
152,25041,Balhech-II (269),भलेच - 2 (269),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01800800,025041,N,,,,
153,23828,Balinda (128),बलिण्डा(128),Kumarsain(Sub-District) / Shimla(District) / Himachal Pradesh(State),01689100,023828,N,,,,
154,25133,Baloa (263),बलोआ(263),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01809900,025133,N,,,,
155,24869,Balog (181),बलोग(181),Junga(Sub-District) / Shimla(District) / Himachal Pradesh(State),01786600,024869,N,,,,
156,24381,Baloh (13/126),भलोह (13/126),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01742500,024381,N,,,,
157,25479,Bamnol (84),भमनौल(84),Chaupal(Sub-District) / Shimla(District) / Himachal Pradesh(State),01839100,025479,N,,,,
