S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
833,19710,Nog (178),नोग (178),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01279100,019710,N,,,,
834,19064,Nunahli (499),नुनाहली (499),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01224700,019064,N,,,,
835,19800,Nyahi Sarli (233),न्याही सारली (233),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01296200,019800,N,,,,
836,19768,Oel (197/1),ओयल (197/1),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01284900,019768,N,,,,
837,19591,Oel (343),ओयल (343),Naina Devi(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01267200,019591,N,,,,
838,19795,Padgal (229),पड़गल (229),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01295700,019795,N,,,,
839,19840,Padhanu (46),पधाणू (46),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01285600,019840,N,eSignGOFile662648_30_04_2025_15_33_47.pdf,,,
840,19201,Padhori (303),पदोहड़ी (303),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01207500,019201,N,,,,
841,19199,Padhyan (308),पद्दयाण (308),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01207300,019199,N,,,,
842,19213,Padyalag (267),पडयालग (267),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01213400,019213,N,,,,
843,19855,Pahlwana (50),पहलवाणा (50),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01287100,019855,N,eSignGOFile662648_30_04_2025_15_25_38.pdf,,,
844,19422,Pakhar (50),पखर (50),Kalol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01250300,019422,N,,,,
845,19823,Palah (258),पलाह (258),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01298500,019823,N,,,,
846,19062,Paliala (487),पलैला (487),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01224500,019062,N,,,,
847,18897,Paliyan (537),पलियां (537),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01201800,018897,N,,,,
848,19141,Palmi (327),पालमी (327),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01199400,019141,N,,,,
849,19947,Palog (31),पलोग (31),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01302800,019947,N,,,,
850,19552,Palsed (375),पलसेड़ (375),Naina Devi(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01263300,019552,N,,,,
851,18947,Palsoti (423),पलसोटी (423),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01211200,018947,N,,,,
852,19104,Palthin (460),पल्थी (460),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01228700,019104,N,,,,
853,19080,Palti (495),पालटी (495),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01226300,019080,N,,,,
854,19625,Panga (310),पंगा (310),Naina Devi(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01270600,019625,N,,,,
855,19180,Panjaila (258),पंजैला (258),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01205400,019180,N,,,,
856,19891,Panjail Kalan (20),पंजेल कलाँ (20),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01290700,019891,N,,,,
857,19949,Panjail Khurd (63),पंजैल खुर्द (63),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01303000,019949,N,,,,
858,19885,Panjehli (67),प़न्जैहली (67),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01290100,019885,N,eSignGOFile662648_30_04_2025_15_36_54.pdf,,,
859,19913,Panjetan (24),पजैतन (24),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01293100,019913,N,eSignGOFile662648_30_04_2025_15_27_31.pdf,,,
860,19722,Panjgain (126),पंजगांई (126),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01280300,019722,N,,,,
861,19113,Panoh (472),पनोह (472),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01229600,019113,N,,,,
862,19011,Panol Gramin (456),पनौल ग्रामीण (456),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01219400,019011,N,,,,
863,937816,Panol Sahari (456/1),पनौल शहरी (456/1),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),,000000,N,,,,
864,19535,Pansui (387/4),पनसूई (387/4),Naina Devi(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01261600,019535,N,,,,
865,19157,Pantehra (345),पन्तेहडा (345),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01201000,019157,N,,,,
866,18964,Panyala (251),पन्याला (251),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01214300,018964,N,,,,
867,18941,Panyala (420),पन्याला (420),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01210600,018941,N,,,,
868,19223,Panyali (261),पनयाली (261),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01214500,019223,N,,,,
869,18971,Paplah (244),पपलाह (244),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01215200,018971,N,,,,
870,19070,Paplehu (486),पपलेहू (486),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01225300,019070,N,,,,
871,19450,Paploa (69),पपलोआ (69),Kalol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01253100,019450,N,,,,
872,19035,Paprola (524),पपरोला (524),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01221800,019035,N,,,,
873,19325,Parahu (115),पराहू (115),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01240600,019325,N,,,,
874,19421,Parli (49),पारली (49),Kalol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01250200,019421,N,,,,
875,18896,Parnal (536),परनाल (536),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01201700,018896,N,,,,
876,19778,Parnali (193),परनाली (193),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01294000,019778,N,,,,
877,19836,Parohi (237),परोही (237),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01300200,019836,N,,,,
878,19465,Pasol (143),पसोल (143),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01254600,019465,N,,,,
879,18933,Pater (372),पटेर (372),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01209800,018933,N,,,,
880,19488,Patta (168),पट्टा (168),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01256900,019488,N,,,,
881,19802,Patta (270),पट्टा (270),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01296400,019802,N,,,,
882,18958,Patta Gramin (410),पट्टा ग्रामीण (410),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01212300,018958,N,,,,
883,19215,Patta Malautra (257),पट्टा मलौत़ड़ा (257),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01213600,019215,N,,,,
884,19955,Patta Noduan (19),पट्टा नोडूवां (19),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01303600,019955,N,,,,
885,19134,Patta Rannaunta (329),पट्टा रणौता (329),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01198700,019134,N,,,,
886,939780,Patta Shehri (410/1),पट्टा शहरी (410/1),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),,000000,N,,,,
887,19106,Pehrwin (469),पेहड़वीं (469),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01228900,019106,N,,,,
888,19161,Phagat (346),फागत (346),Bharari(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01201400,019161,N,,,,
889,19054,Phandher (511),फन्दैहर (511),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01223700,019054,N,,,,
890,19315,Phatoh (213),फटोह (213),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01239600,019315,N,,,,
891,19428,Phuphli Jhalwana (55),फुफली झलवाणा (55),Kalol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01250900,019428,N,,,,
892,19250,Piaungli (31),पियुंगली (31),Kalol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01233100,019250,N,,,,
893,18977,Plasla (238),पलासला (238),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01216000,018977,N,,,,
894,19931,Pohni (8),पोहणी (8),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01301200,019931,N,,,,
895,19493,Poli (156),पोली (156),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01257400,019493,N,,,,
896,19721,Punahan (134),पुनाण (134),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01280200,019721,N,,,,
897,19595,Pungwana (338),पगंवाणा (338),Naina Devi(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01267600,019595,N,,,,
898,19020,Rachhehra (442),रच्छेड़ा (442),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01220300,019020,N,,,,
899,19492,Rachhera (157),रच्छेड़ा (157),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01257300,019492,N,,,,
900,19323,Radoh (211),रङोह (211),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01240400,019323,N,,,,
901,19789,Raghunath Pura (218),रघुनाथपुरा (218),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01295100,019789,N,,,,
902,19308,Railly (204),रैली (204),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01238900,019308,N,,,,
903,19838,Rajpura (235),राजपुरा (235),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01300400,019838,N,,,,
904,19790,Rampur (220),रामपुर (220),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01295200,019790,N,,,,
905,18940,Randoh (419),रण्डोह (419),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01210500,018940,N,,,,
906,19042,Rangloh (521),रंगलोह (521),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01222500,019042,N,,,,
907,19846,Rani Kotla (96),रानी कोटला (96),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01286200,019846,N,eSignGOFile662648_30_04_2025_15_34_35.pdf,,,
908,19543,Ranni (382),रनी (382),Naina Devi(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01262400,019543,N,,,,
909,18900,Ransal (529),रणसल (529),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01202100,018900,N,,,,
910,19799,Rat (232),रट (232),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01296100,019799,N,,,,
911,937814,Ratehal (408),रटैहल (408),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),,000000,N,,,,
912,19654,Rauna (303),रॉणा (303),Naina Devi(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01273500,019654,N,,,,
913,19614,Ree (327),री (327),Naina Devi(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01269500,019614,N,,,,
914,19446,Reti (77),रेती (77),Kalol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01252700,019446,N,,,,
915,19319,Ri (210),री (210),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01240000,019319,N,,,,
916,18932,Riangali (373),रिहांयगली  (373),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01209700,018932,N,,,,
917,19909,Ridi (44),रिड़ी (44),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01292700,019909,N,eSignGOFile662648_30_04_2025_15_27_31.pdf,,,
918,19712,Ri Fatuhi (182),री फतुही (182),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01279300,019712,N,,,,
919,19910,Rihan (43),रिहाण (43),Namhol(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01292800,019910,N,eSignGOFile662648_30_04_2025_15_27_31.pdf,,,
920,19295,Riyana (223),रियाणा (223),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01237600,019295,N,,,,
921,18946,Ro (421),रौ (421),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01211100,018946,N,,,,
922,19366,Rohal (128),रोहल (128),Jhanduta(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01244700,019366,N,,,,
923,19089,Rohin (473),रोहिण (473),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01227200,019089,N,,,,
924,19746,Ropa (125),रोपा (125),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01282700,019746,N,,,,
925,19092,Ropa (445),रोपा (445),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01227500,019092,N,,,,
926,19719,Ropa Gandhiyan (135),रोपा गाँन्धियां (135),Bilaspur Sadar(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01280000,019719,N,,,,
927,19071,Ropa Ghulatar (481),रोपा घुलात्तर (481),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01225400,019071,N,,,,
928,18952,Roparhi (412),रोपड़ी (412),Ghumarwin(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01211700,018952,N,,,,
929,19514,Rour Jaman (363),रौड़ जामन (363),Naina Devi(Sub-District) / Bilaspur(District) / Himachal Pradesh(State),01259500,019514,N,,,,
