S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
496,17236,Dalyahu (39/13),डल्याऊ (39/13),Hamirpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01038900,017236,N,,,,
497,16381,Damehru (55/28),दमेडू (55/28),Tira Sujanpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00954900,016381,N,,,,
498,17811,Damooi (44/8),डमूई (44/8),Tauni Devi Bamson(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01092600,017811,N,,,,
499,16805,Damoti (24/8),दमोटी (24/8),Nadaun(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01005500,016805,N,,,,
500,17365,Dandehra (45/27),दंदेहडा (45/27),Lambloo(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01052000,017365,N,,,,
501,17411,Dandur (30/14),दान्दडू (30/14),Barsar(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01057000,017411,N,,,,
502,17713,Dandwin (34/102),दन्दवी 34/102),Dhatwal(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01084500,017713,N,,,,
503,939686,Dang Kwali (48),डांग क्वाली (48),Hamirpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),,000000,N,,,,
504,16688,Dangri (20/18),दगडी (20/18),Kangoo(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00985200,016688,N,,,,
505,17842,Danwan (44/50),ढ़नवान (44/50),Bhoranj(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01095700,017842,N,,,,
506,16918,Dar (27/6),दाड (27/6),Galore(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00990200,016918,N,,,,
507,17119,Darbeli (49/1),दरवैली (49/1),Hamirpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01025400,017119,N,,,,
508,16678,Darbhial (20/19),दरभ्याल (20/19),Nadaun(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00984200,016678,N,,,,
509,17801,Darbiar (44/41),दरब्यार (44/41),Tauni Devi Bamson(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01091600,017801,N,,,,
510,17003,Darbor (38/3),दरवोड (38/3),Galore(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01036400,017003,N,,,,
511,16402,Darghor (54/15),धरगौड़ (54/15),Tira Sujanpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00957000,016402,N,,,,
512,16856,Darial (22/18),दरयाल (22/18),Nadaun(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01010600,016856,N,,,,
513,17824,Darin (44/7),दाडी (44/7),Tauni Devi Bamson(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01093900,017824,N,,,,
514,16728,Darkohla (25/39),दरकोहला (25/39),Kangoo(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00997900,016728,N,,,,
515,17453,Darkoti (12/10),दरकोटी (12/10),Barsar(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01060900,017453,N,,,,
516,17350,Darkoti (45/56),दरकोटी (45/56),Tauni Devi Bamson(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01050300,017350,N,,,,
517,16365,Darla (55/19),दाड़ला (55/19),Tira Sujanpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00953300,016365,N,,,,
518,17769,Darmoh (45/43),दरमोह (45/43),Lambloo(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01047500,017769,N,,,,
